-4.731417298316955566e-01, 1.457210692024091259e-05, -8.809863328933715820e-01
-4.731701314449310303e-01, 2.732376196945551783e-05, -8.809710741043090820e-01
-2.109551876783370972e-01, -9.572915434837341309e-01, -1.977140605449676514e-01
-2.109974026679992676e-01, -9.572729468345642090e-01, -1.977590471506118774e-01
4.632043540477752686e-01, -9.204632043838500977e-02, 8.814585804939270020e-01
4.632783532142639160e-01, -9.204684942960739136e-02, 8.814195990562438965e-01
8.544184267520904541e-02, 9.952871203422546387e-01, -4.586110636591911316e-02
8.545080572366714478e-02, 9.952860474586486816e-01, -4.586604982614517212e-02
-8.769782781600952148e-01, 9.655274450778961182e-02, 4.707300066947937012e-01
-8.769888281822204590e-01, 9.654338657855987549e-02, 4.707121849060058594e-01
-4.731903076171875000e-01, -2.914451215474400669e-05, -8.809602856636047363e-01
-4.731826484203338623e-01, -2.368264358665328473e-05, -8.809643387794494629e-01
-2.110414952039718628e-01, 9.572620987892150879e-01, -1.977646201848983765e-01
-2.110483348369598389e-01, 9.572519063949584961e-01, -1.978065818548202515e-01
4.632560312747955322e-01, 9.205111116170883179e-02, 8.814309835433959961e-01
4.631913304328918457e-01, 9.205211699008941650e-02, 8.814647793769836426e-01
8.544213324785232544e-02, -9.952871203422546387e-01, -4.586143046617507935e-02
8.546210825443267822e-02, -9.952847957611083984e-01, -4.587230086326599121e-02
-8.769835233688354492e-01, -9.655813872814178467e-02, 4.707190692424774170e-01
-8.769843578338623047e-01, -9.654843807220458984e-02, 4.707195758819580078e-01
-5.339931249618530273e-01, -6.467567086219787598e-01, 5.445707440376281738e-01
-5.339941978454589844e-01, -6.467503309249877930e-01, 5.445770025253295898e-01
-2.094412893056869507e-01, -6.276741623878479004e-01, 7.497729659080505371e-01
-1.529345959424972534e-01, -5.298982858657836914e-01, 8.341575264930725098e-01
-1.133071407675743103e-01, -4.445465207099914551e-01, 8.885604739189147949e-01
-2.547786533832550049e-01, -4.195484817028045654e-01, 8.712444305419921875e-01
-1.553395390510559082e-01, -3.653469085693359375e-01, 9.178187251091003418e-01
-2.770003862679004669e-02, -3.835026323795318604e-01, 9.231242537498474121e-01
-4.385628700256347656e-01, -6.359665989875793457e-01, 6.349874138832092285e-01
-5.072622299194335938e-01, -6.144060492515563965e-01, 6.043096780776977539e-01
-1.590935587882995605e-01, -4.810052514076232910e-01, 8.621618151664733887e-01
-2.561975717544555664e-01, -4.634728133678436279e-01, 8.482663035392761230e-01
-3.274633586406707764e-01, -4.973538219928741455e-01, 8.033722043037414551e-01
-3.325781226158142090e-01, -4.961160421371459961e-01, 8.020353317260742188e-01
-4.257183670997619629e-01, -5.842620134353637695e-01, 6.909427642822265625e-01
-4.677881598472595215e-01, -5.714592337608337402e-01, 6.742466092109680176e-01
4.269303753972053528e-02, -3.907806873321533203e-01, 9.194931983947753906e-01
-8.612025412730872631e-04, -3.865151703357696533e-01, 9.222826957702636719e-01
-4.746505245566368103e-02, -4.529184997081756592e-01, 8.902875781059265137e-01
-4.584521949291229248e-01, -6.711411476135253906e-01, 5.825729370117187500e-01
-4.620491266250610352e-01, -6.291270256042480469e-01, 6.250678300857543945e-01
-3.960339128971099854e-01, -6.867708563804626465e-01, 6.095104217529296875e-01
-7.738472521305084229e-02, -4.493632912635803223e-01, 8.899912238121032715e-01
-1.295668035745620728e-01, -5.329053997993469238e-01, 8.361962437629699707e-01
-1.295664459466934204e-01, -5.329116582870483398e-01, 8.361923694610595703e-01
-1.529406160116195679e-01, -5.299052596092224121e-01, 8.341520428657531738e-01
-2.647677063941955566e-01, -5.647431015968322754e-01, 7.816413044929504395e-01
-3.183059692382812500e-01, -5.539599061012268066e-01, 7.692917585372924805e-01
-1.019926592707633972e-01, -3.468665182590484619e-01, 9.323524832725524902e-01
-4.746540635824203491e-02, -4.529177248477935791e-01, 8.902878761291503906e-01
-1.532758623361587524e-01, -4.384615421295166016e-01, 8.855834007263183594e-01
-1.906882524490356445e-01, -3.972594738006591797e-01, 8.976764678955078125e-01
-2.097603380680084229e-01, -5.212704539299011230e-01, 8.272107839584350586e-01
-2.575623095035552979e-01, -5.125629305839538574e-01, 8.191097974777221680e-01
-3.526036441326141357e-01, -5.669900178909301758e-01, 7.444414496421813965e-01
-3.239265680313110352e-01, -6.090761423110961914e-01, 7.239460945129394531e-01
-3.858739137649536133e-01, -5.949618816375732422e-01, 7.050685882568359375e-01
-3.858751058578491211e-01, -5.949829220771789551e-01, 7.050501704216003418e-01
-2.885780930519104004e-01, -6.680619716644287109e-01, 6.858686208724975586e-01
-2.025810480117797852e-01, -3.911209702491760254e-01, 8.977668881416320801e-01
-7.287410646677017212e-02, -4.118230938911437988e-01, 9.083452820777893066e-01
-7.007126510143280029e-02, -3.781633973121643066e-01, 9.230831265449523926e-01
-2.769888192415237427e-02, -3.834746181964874268e-01, 9.231359958648681641e-01
8.896490558981895447e-03, -3.328539729118347168e-01, 9.429364204406738281e-01
2.516579069197177887e-02, -3.345514237880706787e-01, 9.420413970947265625e-01
4.747133329510688782e-02, -2.658152878284454346e-01, 9.628544449806213379e-01
3.357363864779472351e-02, -2.641838788986206055e-01, 9.638877511024475098e-01
3.474953398108482361e-02, -4.071029648184776306e-02, 9.985665082931518555e-01
4.861610382795333862e-02, -1.570519357919692993e-01, 9.863929748535156250e-01
4.863244667649269104e-02, -1.570618152618408203e-01, 9.863905906677246094e-01
-7.048367988318204880e-03, -1.504150629043579102e-01, 9.885978698730468750e-01
2.224817126989364624e-02, -2.050315886735916138e-01, 9.785024523735046387e-01
-2.008224651217460632e-02, -1.997929215431213379e-01, 9.796323776245117188e-01
1.546798553317785263e-02, -2.622764706611633301e-01, 9.648687839508056641e-01
-4.272251948714256287e-02, -2.551548182964324951e-01, 9.659559130668640137e-01
-9.558654576539993286e-02, -3.197648823261260986e-01, 9.426630735397338867e-01
3.870074404403567314e-03, -3.322984278202056885e-01, 9.431663155555725098e-01
2.531409729272127151e-03, -2.607668340206146240e-01, 9.653984904289245605e-01
1.546893641352653503e-02, -2.622915804386138916e-01, 9.648646712303161621e-01
3.313489258289337158e-02, -1.989119499921798706e-01, 9.794569611549377441e-01
2.080153301358222961e-02, -1.537929326295852661e-01, 9.878841042518615723e-01
2.467953599989414215e-02, -1.543371975421905518e-01, 9.877099394798278809e-01
2.467916347086429596e-02, -1.543351262807846069e-01, 9.877102375030517578e-01
-8.719401434063911438e-03, -3.520098328590393066e-02, 9.993422031402587891e-01
-5.339937806129455566e-01, 6.467512845993041992e-01, 5.445764064788818359e-01
-2.097605168819427490e-01, 5.212700963020324707e-01, 8.272109031677246094e-01
-4.677883982658386230e-01, 5.714575648307800293e-01, 6.742479205131530762e-01
-3.615394234657287598e-01, 6.008777618408203125e-01, 7.129061222076416016e-01
-3.808888196945190430e-01, 4.835825562477111816e-01, 7.880809307098388672e-01
-2.097392827272415161e-01, 5.212889313697814941e-01, 8.272044658660888672e-01
-3.098875880241394043e-01, 4.515461921691894531e-01, 8.367052674293518066e-01
-2.679644227027893066e-01, 4.610006511211395264e-01, 8.459749221801757812e-01
-2.115444242954254150e-01, 4.282292127609252930e-01, 8.785606026649475098e-01
-1.090181246399879456e-01, 4.067906439304351807e-01, 9.069930911064147949e-01
-1.607087254524230957e-01, 3.986141085624694824e-01, 9.029282927513122559e-01
-7.007533311843872070e-02, 3.781908750534057617e-01, 9.230715632438659668e-01
-9.808892756700515747e-02, 3.742901980876922607e-01, 9.221092462539672852e-01
2.516519650816917419e-02, 3.345514535903930664e-01, 9.420414566993713379e-01
8.895894512534141541e-03, 3.328536748886108398e-01, 9.429365992546081543e-01
4.269303381443023682e-02, 3.907806575298309326e-01, 9.194932579994201660e-01
-4.400746524333953857e-02, 3.815554976463317871e-01, 9.232977628707885742e-01
-8.306176750920712948e-04, 4.576309621334075928e-01, 8.891418576240539551e-01
-1.255610883235931396e-01, 4.427601695060729980e-01, 8.878051042556762695e-01
-5.230895876884460449e-01, 6.506757140159606934e-01, 5.504528880119323730e-01
-4.620473086833953857e-01, 6.291267871856689453e-01, 6.250694394111633301e-01
-4.385626018047332764e-01, 6.359671950340270996e-01, 6.349871754646301270e-01
-3.858741521835327148e-01, 5.949621200561523438e-01, 7.050681710243225098e-01
-3.615374863147735596e-01, 6.008663177490234375e-01, 7.129167914390563965e-01
-3.175853192806243896e-01, 5.476894378662109375e-01, 7.740644216537475586e-01
-2.575636208057403564e-01, 5.125631093978881836e-01, 8.191093802452087402e-01
-2.575675547122955322e-01, 5.125886201858520508e-01, 8.190921545028686523e-01
-2.097652852535247803e-01, 5.212924480438232422e-01, 8.271957039833068848e-01
-1.267261803150177002e-01, 4.665279984474182129e-01, 8.753811717033386230e-01
-4.584548771381378174e-01, 6.711308360099792480e-01, 5.825827717781066895e-01
-4.179437160491943359e-01, 6.415433883666992188e-01, 6.432301402091979980e-01
-3.874346017837524414e-01, 6.490818858146667480e-01, 6.546657085418701172e-01
-3.065504729747772217e-01, 6.125280857086181641e-01, 7.285850644111633301e-01
-3.239282965660095215e-01, 6.090972423553466797e-01, 7.239273190498352051e-01
-2.206432074308395386e-01, 5.722062587738037109e-01, 7.898711562156677246e-01
-2.048523724079132080e-01, 5.745732784271240234e-01, 7.924020886421203613e-01
-1.529327929019927979e-01, 5.298972129821777344e-01, 8.341584801673889160e-01
-7.296752184629440308e-02, 5.389280915260314941e-01, 8.391855359077453613e-01
-5.339935421943664551e-01, 6.467559933662414551e-01, 5.445711016654968262e-01
-1.532771587371826172e-01, 4.384660124778747559e-01, 8.855809569358825684e-01
-1.532764285802841187e-01, 4.384613037109375000e-01, 8.855834007263183594e-01
-1.133077964186668396e-01, 4.445413053035736084e-01, 8.885630369186401367e-01
